FIPS,Name,ToxPi Score,HClust Group,KMeans Group,Source,Infection Rate: Transmissible Cases!25!0xcc3333ff,Infection Rate: Disease Spread!5!0xe64d4dff,Pop Concentration: Pop Mobility!10!0x57b757ff,Pop Concentration: Residential Density!10!0x5ced5cff,Intervention: Social Distancing!10!0x4258c9ff,Intervention: Testing!10!0x6079f7ff,Health & Environment: Pop Demographics!10!0x6b0b9eff,Health & Environment: Air Pollution!10!0x8e26c4ff,Health & Environment: Age Distribution!10!0x9a42c8ff,Health & Environment: Co-morbidities!10!0xb460e0ff,Health & Environment: Health Disparities!10!0xc885ecff,Health & Environment: Hospital Beds!5!0xdeb9f1ff
17031,"Illinois, Cook",0.5975714135754843,3,8,"-87.8166,41.8414",0.648304594037444,0.926334184702245,0.8223579570945715,0.8758,0.675,0.3847976981275485,0.6204805193272244,0.7185628742514971,0.4833394486037307,0.24747306287389806,0.3495823889441025,0.4166402860524928
17115,"Illinois, Macon",0.4901404444129992,9,10,"-88.9634,39.8606",0.1889523339595155,1.0,0.6376808931414331,0.6425,1.0,0.3847976981275485,0.4974044912659008,0.5269461077844312,0.5978576089534523,0.3629156544616842,0.30935077533969396,0.3898429823791164
17197,"Illinois, Will",0.5094942471554708,7,6,"-87.9786,41.4462",0.5820733402728598,0.9793814432989691,0.6954881454202265,0.1465,1.0,0.3847976981275485,0.5136111120658728,0.6167664670658684,0.4316532862111269,0.2524477494352078,0.11753275043684712,0.5300136166981062
17143,"Illinois, Peoria",0.4559751711969589,9,10,"-89.7608,40.787",0.17857217612483586,0.7272727272727271,0.6661074106686921,0.6444,0.75,0.3847976981275485,0.5407952713969375,0.532934131736527,0.5357771420024626,0.3653022450018621,0.29983330729575386,0.33935125956749945
17089,"Illinois, Kane",0.4899287191331438,7,6,"-88.4286,41.9384",0.4725749073090208,0.961352657004831,0.7000308974914159,0.2958,0.825,0.3847976981275485,0.5142449681911166,0.5868263473053893,0.4467440848690857,0.21739065632390295,0.2534259090738817,0.4754696620139778
17043,"Illinois, DuPage",0.4750325718387688,7,6,"-88.0864,41.8512",0.5301790818134388,0.8898305084745759,0.7772635894669608,0.3079,0.675,0.3847976981275485,0.417252705181129,0.6107784431137724,0.4990893333193936,0.1776125604116309,0.07466638272254633,0.4863669537414844
17201,"Illinois, Winnebago",0.5109043885690854,10,1,"-89.1609,42.3364",0.3074462500712989,0.8888888888888891,0.6912481563661588,0.5539999999999999,1.0,0.3847976981275485,0.5386684023904593,0.5089820359281437,0.5494974081927578,0.3612228254256567,0.37059658257672784,0.428463356966846
17093,"Illinois, Kendall",0.4187017143915642,7,6,"-88.4287,41.5908",0.4646765218159658,0.9574468085106379,0.6464548873698709,0.0478,0.825,0.3847976981275485,0.4819861695458318,0.562874251497006,0.3453966168814669,0.21918203216347293,0.07986506551412335,0.0
1073,"Alabama, Jefferson",0.5659739373061867,10,1,"-86.8951,33.5555",0.5056164240084772,0.8364611260053622,0.7131715760532503,0.6211,0.825,0.5596732575230287,0.5905968650968513,0.6227544910179641,0.5117241638959221,0.42360075328414215,0.35635079449146795,0.33686138388166786
26161,"Michigan, Washtenaw",0.49368754707525203,2,8,"-83.8385,42.2531",0.6528596648846373,0.9392265193370171,0.7196138680653313,0.7873,0.425,0.2591622673067269,0.4999155712533015,0.4790419161676647,0.4555137084840577,0.15405395377820247,0.10430032005143758,0.3708606229076529
26163,"Michigan, Wayne",0.5979575514138784,2,8,"-83.2813,42.281",0.7940795077615486,0.9848729622558381,0.8117573066985339,0.6587,0.5,0.2591622673067269,0.6277077665718496,0.502994011976048,0.504194780386106,0.44443555817580394,0.47411481163266705,0.4275352787879045
36029,"New York, Erie",0.4947854727347278,3,8,"-78.7306,42.7625",0.5822131535220759,0.938118811881188,0.7630551447653404,0.6355,0.575,0.0,0.5687628246027425,0.4610778443113772,0.5627304600978258,0.31747316005085263,0.16069181507384336,0.43186974107266535
1117,"Alabama, Shelby",0.5042167639622153,7,6,"-86.6623,33.2688",0.5134012704555827,0.870967741935484,0.6273675762855759,0.1764,1.0,0.5596732575230287,0.5070940498336849,0.5389221556886228,0.4939129750014257,0.313473726613206,0.0941261509282648,0.5455052210943652
25027,"Massachusetts, Worcester",0.4874660253423917,3,8,"-71.9049,42.3503",0.618564517516486,0.9737704918032791,0.6618428811949516,0.7931,0.675,0.1258041977516048,0.41463707371570335,0.29341317365269465,0.5092312328105775,0.2284646101988448,0.12064461257587385,0.4757819903735804
1089,"Alabama, Madison",0.5191047325706749,7,6,"-86.5507,34.7633",0.45007531069519296,0.9279999999999999,0.6752706638204405,0.3836,0.825,0.5596732575230287,0.6346671043808639,0.5149700598802395,0.4939129750014257,0.370959371034868,0.2263406030977934,0.4304536913135885
1097,"Alabama, Mobile",0.5845751485010927,10,1,"-88.2084,30.7847",0.4284931424926177,0.982456140350877,0.6704170537884879,0.723,1.0,0.5596732575230287,0.6842760495622291,0.4670658682634731,0.5191044408593759,0.4579982025513245,0.4678370046721896,0.3907131052731322
25013,"Massachusetts, Hampden",0.5431473815885675,3,8,"-72.6324,42.1344",0.6684452961953153,0.9877216916780349,0.6903240079547597,0.843,0.75,0.1258041977516048,0.5248082488230783,0.311377245508982,0.5357771420024626,0.30533033539983256,0.3251718269455341,0.4255503582870648
25009,"Massachusetts, Essex",0.5026042650493517,3,8,"-70.9469,42.6688",0.6836971043829516,0.9707142857142859,0.714390212086876,0.8045,0.575,0.1258041977516048,0.4575520194434646,0.2874251497005988,0.542700408721451,0.1905117833790181,0.13797142723958014,0.5041964219595644
36119,"New York, Westchester",0.5708406011648152,2,8,"-73.7574,41.1628",0.9529686503852428,0.8939683510434979,0.8257911120910538,0.9386,0.425,0.0,0.5966747240849553,0.44311377245508987,0.5449798764246452,0.11299810812597914,0.18925397576975372,0.4593802882477169
1125,"Alabama, Tuscaloosa",0.5473424373621155,10,1,"-87.5256,33.2873",0.369924868742874,0.86046511627907,0.6387607411293372,0.809,1.0,0.5596732575230287,0.5765381669303161,0.4970059880239522,0.4437744133187831,0.3860985791869958,0.3753562199842618,0.4010567418661029
25005,"Massachusetts, Bristol",0.5001537273437255,3,8,"-71.1087,41.7923",0.6144257902736446,0.9767054908485859,0.6729603460582114,0.6466,0.825,0.1258041977516048,0.4538639589523053,0.23353293413173656,0.542700408721451,0.28397598377787925,0.2052558249397773,0.4756214327103978
25021,"Massachusetts, Norfolk",0.4833750757481217,3,8,"-71.2053,42.1607",0.6739719597651846,0.942452043369475,0.7249923788213172,0.6603,0.675,0.1258041977516048,0.3919806775142294,0.3053892215568862,0.540406913436432,0.15548674238636928,0.026527013697613733,0.5602907611787408
2020,"Alaska, Anchorage",0.44460141895577066,8,4,"-149.1427,61.15",0.4250988394421574,0.9506172839506171,0.6681951130401846,0.8176,0.575,0.19017159960215932,0.7185197689240339,0.0,0.3606106398115555,0.2811994770152286,0.18476294500321186,0.4468049059401152
4013,"Arizona, Maricopa",0.5166169393583615,10,1,"-112.4918,33.3484",0.4199098653764447,0.958155422715628,0.7290967847844378,0.7259,0.675,0.4459275888752157,0.6107802475859518,0.4550898203592814,0.4990893333193936,0.22542919834418,0.3222160698319449,0.4806606481603755
35001,"New Mexico, Bernalillo",0.4787487608889546,10,4,"-106.6704,35.0516",0.4177790478407159,0.8415841584158421,0.7254474707324037,0.659,0.75,0.20908475428805573,0.6119202109818931,0.23353293413173656,0.5166605513962695,0.22240246810436898,0.3537419374344066,0.47465897046617406
18097,"Indiana, Marion",0.6033452070984532,3,8,"-86.1383,39.7816",0.6734891630094304,0.9707006369426752,0.7837495282807024,0.6839,0.75,0.4846571788610508,0.5935093193310049,0.5868263473053893,0.4285603903886945,0.4010874635518759,0.4630601427132378,0.39478298460759137
18003,"Indiana, Allen",0.4915406183207073,7,6,"-85.068,41.0919",0.34375645798060034,0.932203389830508,0.673939844871029,0.3878,0.825,0.4846571788610508,0.5136768651389199,0.5748502994011976,0.4833394486037307,0.3697772156014267,0.3085077359314863,0.3944326014664909
18057,"Indiana, Hamilton",0.4475562953400556,7,6,"-86.0524,40.0731",0.573279726388401,0.9622641509433959,0.688638615345179,0.035,0.75,0.4846571788610508,0.3495495832998238,0.5149700598802395,0.4094437997825015,0.17483613465196032,0.029666459209190726,0.4867209385560972
