FIPS,02-28-2020,02-29-2020,03-01-2020,03-02-2020,03-03-2020,03-04-2020,03-05-2020,03-06-2020,03-07-2020,03-08-2020,03-09-2020,03-10-2020,03-11-2020,03-12-2020,03-13-2020,03-14-2020,03-15-2020,03-16-2020,03-17-2020,03-18-2020,03-19-2020,03-20-2020,03-21-2020,03-22-2020,03-23-2020,03-24-2020,03-25-2020,03-26-2020,03-27-2020,03-28-2020,03-29-2020,03-30-2020,03-31-2020,04-01-2020,04-02-2020,04-03-2020,04-04-2020,04-05-2020,04-06-2020,04-07-2020,04-08-2020,04-09-2020,04-10-2020,04-11-2020,04-12-2020,04-13-2020,04-14-2020,04-15-2020,04-16-2020,04-17-2020,04-18-2020,04-19-2020,04-20-2020,04-21-2020,04-22-2020,04-23-2020,04-24-2020,04-25-2020,04-26-2020,04-27-2020,04-28-2020,04-29-2020,04-30-2020,05-01-2020,05-02-2020,05-03-2020,05-04-2020,05-05-2020,05-06-2020,05-07-2020,05-08-2020,05-09-2020,05-10-2020,05-11-2020,05-12-2020,05-13-2020,05-14-2020,05-15-2020,05-16-2020,05-17-2020,05-18-2020,05-19-2020,05-20-2020,05-21-2020,05-22-2020,05-23-2020,05-24-2020,05-25-2020,05-26-2020,05-27-2020,05-28-2020,05-29-2020,05-30-2020,05-31-2020,06-01-2020,06-02-2020,06-03-2020,06-04-2020,06-05-2020,06-06-2020,06-07-2020,06-08-2020,06-09-2020,06-10-2020,06-11-2020,06-12-2020,06-13-2020,06-14-2020,06-15-2020,06-16-2020,06-17-2020,06-18-2020,06-19-2020,06-20-2020,06-21-2020,06-22-2020,06-23-2020,06-24-2020,06-25-2020,06-26-2020,06-27-2020,06-28-2020,06-29-2020,06-30-2020,07-01-2020,07-02-2020,07-03-2020,07-04-2020,07-05-2020,07-06-2020,07-07-2020,07-08-2020,07-09-2020,07-10-2020,07-11-2020,07-12-2020,07-13-2020,07-14-2020,07-15-2020,07-16-2020,07-17-2020,07-18-2020,07-19-2020,07-20-2020,07-21-2020,07-22-2020,07-23-2020,07-24-2020,07-25-2020,07-26-2020,07-27-2020,07-28-2020,07-29-2020,07-30-2020,07-31-2020
51550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,0.96969696969697,0.96039603960396,0.954128440366973,0.939130434782609,0.8595041322314051,0.857142857142857,0.8308823529411771,0.7785714285714291,0.7272727272727271,0.659863945578231,0.577922077922078,0.555555555555556,0.536144578313253,0.545454545454545,0.45,0.456989247311828,0.4467005076142129,0.425,0.418269230769231,0.411214953271028,0.381818181818182,0.396551724137931,0.409090909090909,0.42578125,0.41444866920152096,0.419354838709677,0.415492957746479,0.3993174061433449,0.411764705882353,0.401929260450161,0.37658227848101294,0.384615384615385,0.365853658536585,0.370588235294118,0.3586005830903789,0.3446327683615819,0.33149171270718203,0.324538258575198,0.307894736842105,0.2734375,0.266149870801034,0.26010101010101,0.23690773067331694,0.24514563106796106,0.24582338902148,0.237089201877934,0.2424942,0.242761692650334,0.252723311546841,0.25,0.247401247401247,0.232793522267206,0.269230769230769,0.262955854126679,0.276635514018692,0.268022181146026,0.268248175182482,0.256317689530686,0.255772646536412,0.26169844020797195,0.26858108108108103,0.246644295302013,0.24132231404958696,0.23500810372771494,0.22668810289389105,0.223270440251572,0.2,0.209408194233687,0.20386904761904806,0.202064896755162,0.198830409356725,0.205164992826399,0.205923836389281,0.19972260748959805,0.192360163710778,0.214756258234519,0.218346253229974,0.220959595959596,0.2225,0.24822695035461,0.238875878220141,0.25028441410694,0.2423900789177,0.242458100558659,0.260540540540541,0.27320125130344103,0.27057613168724304,0.281156530408774,0.277832512315271,0.260233918128655,0.26003824091778194,0.272058823529412,0.28379588182632,0.271944922547332,0.2906976744186049,0.298483639265762,0.331070889894419,0.35097897026831,0.358084663428175,0.364479787939032,0.376923076923077,0.377791563275434,0.397626112759644,0.4163822525597271,0.4156424581005589,0.411891891891892,0.401713979646492,0.40501792114695295,0.420875420875421,0.417480241748024,0.40961709706144295,0.394112478031634,0.386286201022147,0.368883312421581
51680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857142857142857,0.8888888888888891,1.0,1.0,1.0,1.0,1.0,0.9,0.9047619047619052,0.925925925925926,0.935483870967742,0.9032258064516128,0.878787878787879,0.8484848484848492,0.7941176470588229,0.7352941176470591,0.763157894736842,0.736842105263158,0.736842105263158,0.7105263157894741,0.534883720930233,0.534883720930233,0.553191489361702,0.4375,0.3541666666666671,0.38,0.3529411764705879,0.3529411764705879,0.34615384615384603,0.358490566037736,0.34482758620689696,0.387096774193548,0.40625,0.40625,0.33846153846153804,0.36764705882352894,0.308823529411765,0.294117647058824,0.294117647058824,0.264705882352941,0.260869565217391,0.271428571428571,0.277777777777778,0.273972602739726,0.20547945205479504,0.150684931506849,0.123287671232877,0.135135135135135,0.133333333333333,0.0933333333333333,0.0933333333333333,0.116883116883117,0.116883116883117,0.11688310000000003,0.103896103896104,0.113924050632911,0.1,0.0875,0.0875,0.0875,0.0875,0.075,0.0625,0.0625,0.0625,0.114942528735632,0.125,0.125,0.125,0.112359550561798,0.101123595505618,0.101123595505618,0.120879120879121,0.130434782608696,0.130434782608696,0.130434782608696,0.166666666666667,0.166666666666667,0.191919191919192,0.17142857142857096,0.185185185185185,0.185185185185185,0.185185185185185,0.21238938053097306,0.23275862068965494,0.270491803278689,0.31060606060606105,0.303030303030303,0.313432835820896,0.33812949640287804,0.346938775510204,0.33793103448275896,0.321917808219178,0.339622641509434,0.33333333333333304,0.33333333333333304,0.34146341463414603,0.331360946745562,0.313609467455621,0.27810650887574,0.254237288135593,0.294117647058824,0.2984293193717281,0.28350515463917497,0.23834196891191695,0.275,0.28780487804878,0.280542986425339,0.283185840707965,0.313559322033898,0.34661354581673304,0.374074074074074,0.42517006802721097,0.4271186440677969,0.411960132890365,0.400641025641026,0.408668730650155,0.451977401129944,0.478378378378378,0.489795918367347,0.482323232323232
51700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972972972972973,0.958333333333333,0.96078431372549,0.962962962962963,0.947368421052632,0.933333333333333,0.875,0.823529411764706,0.826666666666667,0.7820512820512819,0.795454545454545,0.7526881720430111,0.6947368421052629,0.6597938144329899,0.63,0.529411764705882,0.5,0.470588235294118,0.4356435643564361,0.405940594059406,0.39047619047619,0.364485981308411,0.3119266055045869,0.297297297297297,0.214285714285714,0.16964285714285698,0.166666666666667,0.177966101694915,0.166666666666667,0.17073170731707302,0.184,0.22727272727272704,0.240601503759398,0.246268656716418,0.23357664233576605,0.256944444444444,0.282894736842105,0.30188679245283,0.3170731707317069,0.325301204819277,0.33333333333333304,0.340782122905028,0.34782608695652195,0.342245989304813,0.352331606217617,0.359223300970874,0.363636363636364,0.3649289099526071,0.36279069767441896,0.3571428571428571,0.35042735042735,0.3291139,0.330612244897959,0.336,0.326771653543307,0.303501945525292,0.284046692607004,0.275193798449612,0.29304029304029305,0.26950354609929106,0.2817869415807561,0.277397260273973,0.280936454849498,0.275080906148867,0.254777070063694,0.259375,0.23913043478260895,0.226006191950464,0.225609756097561,0.237388724035608,0.267806267806268,0.277310924369748,0.264150943396226,0.25984251968503896,0.253846153846154,0.268170426065163,0.256218905472637,0.246341463414634,0.269767441860465,0.269406392694064,0.27964205816554805,0.285398230088496,0.291576673866091,0.27682403433476394,0.259493670886076,0.271428571428571,0.258,0.25730994152046804,0.254302103250478,0.254205607476636,0.256931608133087,0.253187613843352,0.242957746478873,0.25,0.244932432432432,0.262642740619902,0.26971608832807603,0.292867981790592,0.301914580265096,0.29292929292929304,0.304589707927677,0.370552147239264,0.389018691588785,0.4055555555555561,0.42446808510638295,0.44207317073170704,0.4480077745383871,0.492615117289314,0.509121061359867,0.504446240905416,0.503134796238245,0.496177370030581,0.499262536873156,0.499638989169675,0.4950842696629211,0.4470827679782899,0.425117528542646,0.40750493745885497,0.39119170984456
50007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986666666666667,0.9888888888888892,0.9904761904761908,0.9914529914529908,0.965811965811966,0.9736842105263158,0.975609756097561,0.977401129943503,0.954773869346734,0.910204081632653,0.918819188191882,0.887719298245614,0.87012987012987,0.8214285714285708,0.7767857142857142,0.732142857142857,0.7008547008547011,0.6785714285714289,0.6854838709677421,0.591397849462366,0.5591397849462371,0.530503978779841,0.4735449735449741,0.3619791666666671,0.29610389610389604,0.25974025974026,0.21227621483376,0.216284987277354,0.149367088607595,0.15151515151515196,0.133333333333333,0.11219512195122,0.101449275362319,0.105769230769231,0.105769230769231,0.0980861244019139,0.0978520286396181,0.0900473933649289,0.0898345153664303,0.0941176470588235,0.08,0.0774647887323944,0.0835266821345708,0.0812064965197216,0.0603248259860789,0.0509259259259259,0.0416666666666667,0.037037037037037,0.037037037037037,0.0324074074074074,0.0323325635103926,0.0276497695852535,0.0364464692482916,0.0318906605922551,0.0318906605922551,0.0296127562642369,0.0204545454545455,0.0204545454545455,0.0204545454545455,0.01818182,0.0204081632653061,0.027027027027027,0.031390134529148,0.0378619153674833,0.0334821428571429,0.0334075723830735,0.0266075388026608,0.0309050772626932,0.0393873085339169,0.0393873085339169,0.103869653767821,0.102040816326531,0.125248508946322,0.153846153846154,0.164772727272727,0.170093457943925,0.180147058823529,0.196779964221825,0.205673758865248,0.209507042253521,0.20598591549295805,0.205263157894737,0.202443280977312,0.20104895104895104,0.144599303135889,0.153713298791019,0.13126079447323,0.11262798634812303,0.10508474576271197,0.0932203389830508,0.0903010033444816,0.0667779632721202,0.0615640599001664,0.0549084858569052,0.0564784053156146,0.0609555189456343,0.0560131795716639,0.0592105263157895,0.0696920583468395,0.0691318327974277,0.0706260032102729,0.06836248012718599,0.0634920634920635,0.0649762282091918,0.0537974683544304,0.0684292379471229,0.0682170542635659,0.0753846153846154,0.0851063829787234,0.07890743550834599,0.0830815709969789,0.08845577211394301,0.0818452380952381,0.0839469808541973,0.0851688693098385,0.0790629575402635,0.0843023255813953,0.0933908045977011,0.0906474820143885,0.0879432624113475,0.0864022662889518,0.0857946554149086,0.0771388499298738,0.0757363253856942,0.0741258741258741,0.0671328671328671,0.0601398601398601
51760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909092,0.942307692307692,0.934210526315789,0.9375,1.0,0.923809523809524,0.9,0.8907563025210079,0.8888888888888891,0.877697841726619,0.8648648648648649,0.837662337662338,0.8502994011976049,0.8514285714285709,0.8135593220338979,0.7234042553191491,0.6218905472636821,0.545023696682464,0.5714285714285711,0.555084745762712,0.552845528455285,0.524,0.5135135135135129,0.47940074906367,0.484320557491289,0.4883720930232561,0.4506578947368421,0.4391025641025639,0.452012383900929,0.445427728613569,0.447802197802198,0.447643979057592,0.426799007444169,0.436754176610979,0.438356164383562,0.4481236203090511,0.452431289640592,0.459514170040486,0.439453125,0.432075471698113,0.443223443223443,0.447787610619469,0.4543918918918921,0.445171849427169,0.452631578947368,0.4844804318488529,0.468337730870712,0.462130937098845,0.4599260172626389,0.45748502994012,0.4673423423423421,0.4710920770877941,0.477017364657814,0.4762846,0.475,0.481175390266299,0.467625899280576,0.46072374227714,0.44675540765391,0.406725380304243,0.424012158054711,0.4423765211166789,0.434449093444909,0.426116838487972,0.403225806451613,0.38834315651604495,0.385050251256281,0.3756940160394821,0.37007874015748,0.346730653869226,0.340450771055753,0.33703920421298994,0.30640507789959603,0.30184460592509804,0.274531422271224,0.237445414847162,0.224025974025974,0.22275641025641,0.214775725593668,0.208398133748056,0.187755102040816,0.18337531486146105,0.17778884462151398,0.179222058099458,0.185900531144375,0.18190521780756305,0.187529301453352,0.171375636868921,0.169413919413919,0.165375854214123,0.163422363060208,0.15408947130592002,0.149079479119892,0.14190391459074694,0.13351016799292698,0.127855887521968,0.122377622377622,0.117340286831812,0.10771219302025,0.104586369481354,0.096569250317662,0.095138306789606,0.0956521739130435,0.0974506578947368,0.100936100936101,0.105135463000404,0.108486789431545,0.10829036096787,0.109799291617473,0.11197815060476,0.115919629057187,0.122760198246283,0.121831252364737,0.126217228464419,0.120997766195086,0.114656771799629,0.109513274336283,0.119478638667632,0.120615604867573,0.126457082303073,0.12565628281414098
53033,0.0,0.0,0.833333333333333,0.8888888888888891,0.9285714285714292,0.952380952380952,0.967741935483871,0.980392156862745,0.9827586206896552,0.985915492957746,0.9879518072289158,0.9879518072289158,0.991379310344828,0.9947368421052628,0.996296296296296,0.996951219512195,0.9844961240310078,0.976744186046512,0.971311475409836,0.9630931458699472,0.944839857651246,0.926406926406926,0.926860025220681,0.923982869379015,0.920192307692308,0.9290598290598292,0.900854700854701,0.86019131714496,0.828788839568802,0.7920101458465441,0.8136735676456429,0.820750347383048,0.774178621008792,0.755793991416309,0.758798283261803,0.739081325301205,0.7154646573376391,0.677708764665286,0.671613514366909,0.648754127889523,0.664371772805508,0.631507592190889,0.5941842511580029,0.616954092786009,0.512670107930549,0.512200632625395,0.511748757342973,0.487799516377226,0.495670995670996,0.43453268043432,0.431456548347613,0.408812729498164,0.387901043679938,0.356204097410128,0.34139429435103,0.314370700873768,0.297541576283442,0.269646975341494,0.257361909740373,0.245096367047587,0.255508830950378,0.24195967338776894,0.24299524823857105,0.243273723215724,0.218680267771756,0.22815304676428896,0.197705070553574,0.209472880061115,0.200573931430298,0.197643198090692,0.187545895138787,0.178639079119918,0.17388800921260994,0.163265306122449,0.158885116015846,0.159170519826258,0.153771491957848,0.148559670781893,0.14348122866894195,0.14476164826286,0.13691113490364,0.129075182967399,0.124785194976867,0.118126808734544,0.107601572739187,0.105098448298344,0.0941452601382188,0.09970448,0.0968566317403527,0.0890874282067645,0.0827928271652041,0.0798939795531995,0.0785004403069569,0.0709370699361942,0.0766188828472566,0.0748491936476671,0.0748440748440748,0.0801064859632139,0.0827121904303919,0.0838609485127225,0.0888677676131638,0.0796972921839896,0.0788606403013183,0.0813694454215031,0.07808652831516,0.0733333333333333,0.0768784113343398,0.0806303197607545,0.07223113964686999,0.0753557199772339,0.076045197740113,0.069893078221722,0.071962512551601,0.0761505352610087,0.0805112519117326,0.081858647269569,0.0818113044418027,0.0893657911595131,0.097746747064424,0.10686305233469097,0.109698097601323,0.113671118360689,0.118544719555331,0.123165984629205,0.130392060528643,0.13771350931676998,0.14921689606075,0.15190939722950195,0.150992394731961,0.15812082990585902,0.16677172444844698,0.162403863351815,0.162265154200638,0.16166039057710802,0.163900414937759,0.15205739972337498,0.163213530655391,0.170406557920013,0.16670760664865306,0.163975659229209,0.16109253065774806,0.163089456368479,0.167605960009264,0.168174560936668,0.16622869584803698,0.16862453531598498,0.17193806413737395,0.17462956270328905,0.175245971766719,0.188153554635413,0.17978775057224106,0.17161670896495,0.170143371611062,0.17036887452881,0.164193011647255
51770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.9,0.7142857142857142,0.7142857142857142,0.7272727272727271,0.625,0.833333333333333,0.583333333333333,0.583333333333333,0.5416666666666671,0.52,0.481481481481481,0.464285714285714,0.515151515151515,0.484848484848485,0.393939393939394,0.363636363636364,0.4,0.614035087719298,0.6712328767123289,0.7,0.7,0.703703703703704,0.703703703703704,0.695121951219512,0.6785714285714289,0.681818181818182,0.6373626373626371,0.6451612903225811,0.6451612903225811,0.688679245283019,0.6759259259259259,0.508620689655172,0.3916666666666671,0.33333333333333304,0.33333333333333304,0.325,0.3671875,0.392592592592593,0.377777777777778,0.348148148148148,0.35,0.340425531914894,0.3357143,0.24285714285714305,0.26027397260274,0.20547945205479504,0.18367346938775506,0.210526315789474,0.22580645161290305,0.25,0.233532934131737,0.210526315789474,0.23295454545454505,0.23295454545454505,0.263157894736842,0.284263959390863,0.296482412060302,0.296482412060302,0.2843137254901961,0.294685990338164,0.337837837837838,0.34482758620689696,0.37246963562753,0.36,0.332,0.3666666666666671,0.36462093862815903,0.36462093862815903,0.34707903780068705,0.36038961038961,0.3642172523961661,0.385802469135802,0.40524781341107896,0.423398328690808,0.381615598885794,0.3555555555555561,0.319559228650138,0.320652173913043,0.379652605459057,0.38496583143508,0.367579908675799,0.36467889908256895,0.37419354838709706,0.3529411764705879,0.3465553235908139,0.34146341463414603,0.316733067729084,0.316190476190476,0.337638376383764,0.34782608695652195,0.34829443447037706,0.367697594501718,0.314625850340136,0.28150572831423903,0.2843137254901961,0.293354943273906,0.252411575562701,0.23349436392914705,0.24803767660910506,0.253414264036419,0.24511278195488695,0.22680412371134,0.20760233918128695,0.2,0.202005730659026,0.196132596685083,0.202170963364993,0.173207036535859,0.21538461538461495,0.23354037267080704
53061,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993506493506494,0.987012987012987,0.98,0.977443609022556,0.9741935483870972,0.948275862068966,0.9506493506493509,0.939597315436242,0.935416666666667,0.940269749518304,0.939739413680782,0.892744479495268,0.861182519280206,0.854166666666667,0.8313253012048191,0.8311403508771931,0.8127340823970041,0.783563873067535,0.762269938650307,0.7470930232558141,0.720203488372093,0.702594810379242,0.692110327132777,0.6762320648783531,0.6298975286317061,0.625958702064897,0.5541547277936961,0.4938956714761379,0.502452316076294,0.511515800749866,0.4399580492920821,0.3697435897435901,0.344064386317907,0.32283464566929104,0.33073929961089504,0.281892021022456,0.272515165655623,0.258899676375405,0.24211968935587,0.232684472612042,0.21254512635379105,0.196611680784663,0.201131911188507,0.19212462137602804,0.182246998284734,0.175475687103594,0.167852658015906,0.16481709823263502,0.161842641663269,0.160449257922182,0.145874850538063,0.147418210484825,0.141231855629659,0.145123839009288,0.15645222687476198,0.148443432042521,0.137762762762763,0.138008205893323,0.133085501858736,0.127628181482848,0.121691176470588,0.111719605695509,0.109941944847605,0.100973674720519,0.0987787356321839,0.0929567393636039,0.095457771469127,0.0856334041047417,0.0769501054111033,0.0799860286412854,0.0695075096053091,0.07392055,0.0736914600550964,0.0703017832647462,0.0707208746156474,0.0674157303370786,0.0641765704584041,0.0619079837618403,0.0616784630940344,0.0601478494623656,0.0565785068630733,0.0551654964894684,0.0510170056685562,0.0500995355009954,0.0535537190082645,0.0454995054401583,0.0444225074037512,0.0483028720626632,0.0447127937336815,0.0448780487804878,0.0521403282909559,0.0552892297858741,0.053890306122449,0.0558375634517767,0.0580258593503627,0.0614998431126451,0.0628125,0.0604738154613466,0.0623062616243025,0.0630213160333642,0.0646352723915051,0.0796034845298889,0.0842797369994023,0.0878077721744289,0.0877862595419847,0.088020985135529,0.0878417684700407,0.0898065261334103,0.0960661345496009,0.0984441301272984,0.108138238573021,0.118439131629569,0.118819994537012,0.124188311688312,0.127082213863514,0.115568544102019,0.116684266103485,0.117308195862791,0.117387924332729,0.110909562062711,0.133131618759455,0.141333994545004,0.138506876227898,0.14240659873847594,0.14183209758431,0.14134025483718698,0.14998839099140898,0.150149459645896,0.15139078887368898,0.15491692860350198,0.160460992907801,0.16286716352477,0.168318965517241,0.182068673166596,0.16434892541087198,0.15768588137009198,0.16093138264990695,0.15929023047114002,0.155182865225298
51810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.923076923076923,0.938461538461538,0.954545454545455,0.963963963963964,0.9609375,0.96875,0.9,0.904494382022472,0.915,0.8888888888888891,0.881278538812785,0.8705357142857142,0.851694915254237,0.798353909465021,0.7928286852589641,0.7420634920634921,0.65625,0.5697674418604649,0.516981132075472,0.409594095940959,0.377289377289377,0.3665480427046261,0.305555555555556,0.338658146964856,0.332317073170732,0.323262839879154,0.295522388059701,0.29565217391304305,0.29295774647887296,0.298050139275766,0.29863013698630103,0.32987012987013004,0.330808080808081,0.3438256658595639,0.338983050847458,0.35990888382687897,0.35280898876404504,0.30289532293986604,0.277533039647577,0.294243070362473,0.299163179916318,0.297352342158859,0.297029702970297,0.29469548133595297,0.296724470134875,0.27083333333333304,0.25981308411215,0.233766233766234,0.246350364963504,0.21184919210053896,0.203935599284436,0.203900709219858,0.22260273972602695,0.20642978003384105,0.20066889632107,0.185738,0.18284789644012894,0.20219435736677105,0.196594427244582,0.20241691842900306,0.213235294117647,0.22889842632331894,0.225988700564972,0.252348993288591,0.256648936170213,0.25,0.241558441558442,0.24617346938775506,0.25062656641604003,0.247191011235955,0.237037037037037,0.217177914110429,0.215066828675577,0.20432692307692304,0.19716646989374306,0.195627157652474,0.204494382022472,0.17130144605116798,0.172717271727173,0.185265438786566,0.177350427350427,0.174736842105263,0.165271966527197,0.18927125506072895,0.19483101391650096,0.200980392156863,0.20712909441233104,0.20987654320987695,0.217190388170055,0.204212454212454,0.207479964381122,0.21484716157205205,0.22704081632653106,0.232751454696592,0.235918367346939,0.242424242424242,0.26461538461538503,0.268148148148148,0.27729885057471304,0.298969072164948,0.317105263157895,0.319327731092437,0.349368610944077,0.379192723138147,0.383305875892367,0.4211324570273,0.40993477170095294,0.43706130088909706,0.4608274647887321,0.476627712854758,0.472402597402597,0.482758620689655,0.4882352941176471,0.485683987274655,0.487870619946092,0.489438943894389,0.466816287271561,0.489849187935035,0.486753100338219,0.471405665419562,0.473864836325238,0.453172978505629,0.4290022618748429
53073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.988372093023256,0.9891304347826092,0.980392156862745,0.9827586206896552,0.9741379310344828,0.956834532374101,0.949640287769784,0.96,0.9450549450549448,0.92964824120603,0.9375,0.7894736842105259,0.7983193277310919,0.7310924369747901,0.6460905349794239,0.632,0.609195402298851,0.5589353612167299,0.5606060606060611,0.473484848484849,0.483271375464684,0.35897435897435903,0.328413284132841,0.278985507246377,0.191335740072202,0.179856115107914,0.15,0.153024911032028,0.138297872340426,0.113475177304965,0.0809859154929577,0.0868055555555556,0.0801393728222996,0.0989761092150171,0.0850340136054422,0.0960264900662252,0.111475409836066,0.115384615384615,0.123417721518987,0.123028391167192,0.11949685534591198,0.132716049382716,0.14024390243902402,0.14285714285714302,0.139393939393939,0.135135135135135,0.15088757396449698,0.138235294117647,0.13782991202345998,0.11953352769679305,0.113372093023256,0.100864553314121,0.10481586402266302,0.114525139664804,0.114206128133705,0.1,0.0964187327823691,0.09366391184573,0.0909090909090909,0.0951087,0.0840108401084011,0.100529100529101,0.102631578947368,0.10443864229765,0.101827676240209,0.114795918367347,0.10858585858585902,0.10050251256281402,0.104738154613466,0.10447761194029903,0.101485148514851,0.103703703703704,0.112469437652812,0.102439024390244,0.119331742243437,0.1,0.0952380952380952,0.105140186915888,0.121559633027523,0.109090909090909,0.116071428571429,0.121412803532009,0.118681318681319,0.12035010940919,0.134903640256959,0.145569620253165,0.15843621399177,0.17835671342685394,0.160320641282565,0.193857965451056,0.24187725631769005,0.254355400696864,0.25850340136054395,0.265442404006678,0.253333333333333,0.26341463414634103,0.268488745980707,0.28031496062992106,0.280431432973806,0.280728376327769,0.26696832579185503,0.251874062968516,0.258543833580981,0.234948604992658,0.191240875912409,0.166908563134978,0.15028901734104,0.134393063583815,0.154929577464789,0.14345403899721398,0.142068965517241,0.132513661202186,0.13351134846461898,0.132894736842105,0.14119170984455998,0.14487179487179502,0.145939086294416,0.15087281795511198,0.151177199504337,0.157701711491443,0.16019417475728198,0.166265060240964,0.15876777251184804,0.158264947245018,0.16762342135476502,0.167235494880546,0.162192393736018
